Project,Region,Year,SurveyDate,Location,MPA_Group,Type,Designation,Site,Dive,Line,Transect_ID,Habitat_Type,Lat,Lon,Depth (m),Cumulative_Dist (m),Cumulative_Area (m2),TC,Sec,Taxserial,CommonName,SpeciesName,Count,Unusable_Data,Field2
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57135018,-121.9791485,25.2,152.79,191.56,20:40:26,619130426,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57135334,-121.9791489,25,153.13,191.87,20:40:27,619130427,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57135641,-121.979149,24.7,153.47,192.15,20:40:28,619130428,157152,UI Henricia,Unidentified Henricia sp.,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57135641,-121.979149,24.7,153.47,192.15,20:40:28,619130428,157133,Bat star,Patiria miniata,3,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57135641,-121.979149,24.7,153.47,192.15,20:40:28,619130428,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57135929,-121.9791491,24.5,153.79,192.44,20:40:29,619130429,157971,Red sea urchin,Mesocentrotus franciscanus /syn./ Strongylocentrotus franciscanus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57135929,-121.9791491,24.5,153.79,192.44,20:40:29,619130429,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57136208,-121.9791489,24.3,154.09,192.7,20:40:30,619130430,157971,Red sea urchin,Mesocentrotus franciscanus /syn./ Strongylocentrotus franciscanus,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57136208,-121.9791489,24.3,154.09,192.7,20:40:30,619130430,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.5713647,-121.9791487,24.1,154.38,192.93,20:40:31,619130431,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.5713647,-121.9791487,24.1,154.38,192.93,20:40:31,619130431,52572,White-spotted rose anemone,Urticina lofotensis /syn./ Tealia lofotensis,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57136722,-121.9791483,23.9,154.65,193.13,20:40:32,619130432,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57136965,-121.979148,23.7,154.92,193.33,20:40:33,619130433,157971,Red sea urchin,Mesocentrotus franciscanus /syn./ Strongylocentrotus franciscanus,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57136965,-121.979148,23.7,154.92,193.33,20:40:33,619130433,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57137199,-121.9791477,23.5,155.18,193.53,20:40:34,619130434,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57137442,-121.9791474,23.3,155.44,193.73,20:40:35,619130435,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57137658,-121.9791472,23.1,155.68,193.91,20:40:36,619130436,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57137658,-121.9791472,23.1,155.68,193.91,20:40:36,619130436,60,UI lobed sponge,Unidentified Porifera (lobed),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57137848,-121.9791471,23,46.3,55.69,20:40:37,619130437,157971,Red sea urchin,Mesocentrotus franciscanus /syn./ Strongylocentrotus franciscanus,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57137848,-121.9791471,23,46.3,55.69,20:40:37,619130437,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57138028,-121.9791471,22.9,46.5,55.86,20:40:38,619130438,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57138208,-121.9791471,22.8,46.7,56.03,20:40:39,619130439,157971,Red sea urchin,Mesocentrotus franciscanus /syn./ Strongylocentrotus franciscanus,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57138208,-121.9791471,22.8,46.7,56.03,20:40:39,619130439,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57138397,-121.9791471,22.7,46.9,56.19,20:40:40,619130440,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57138578,-121.979147,22.5,47.1,56.35,20:40:41,619130441,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57138758,-121.979147,22.4,47.3,56.47,20:40:42,619130442,157971,Red sea urchin,Mesocentrotus franciscanus /syn./ Strongylocentrotus franciscanus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57138758,-121.979147,22.4,47.3,56.47,20:40:42,619130442,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57138947,-121.979147,22.2,47.5,56.61,20:40:43,619130443,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57139128,-121.979147,22,47.7,56.77,20:40:44,619130444,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57139308,-121.9791469,21.9,47.9,56.93,20:40:45,619130445,157971,Red sea urchin,Mesocentrotus franciscanus /syn./ Strongylocentrotus franciscanus,3,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57139308,-121.9791469,21.9,47.9,56.93,20:40:45,619130445,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57139497,-121.9791469,21.8,48.1,57.18,20:40:46,619130446,157139,Leather star,Dermasterias imbricata,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57139497,-121.9791469,21.8,48.1,57.18,20:40:46,619130446,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57139677,-121.9791469,21.8,48.3,57.37,20:40:47,619130447,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57139858,-121.9791469,21.7,48.5,57.59,20:40:48,619130448,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57140047,-121.9791468,21.7,48.7,57.81,20:40:49,619130449,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57140047,-121.9791468,21.7,48.7,57.81,20:40:49,619130449,157971,Red sea urchin,Mesocentrotus franciscanus /syn./ Strongylocentrotus franciscanus,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57140227,-121.9791467,21.8,48.9,58.03,20:40:50,619130450,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57140407,-121.9791467,21.9,49.1,58.21,20:40:51,619130451,157133,Bat star,Patiria miniata,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57140407,-121.9791467,21.9,49.1,58.21,20:40:51,619130451,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57140597,-121.9791467,22,49.3,58.39,20:40:52,619130452,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57140777,-121.9791466,22.2,49.5,58.64,20:40:53,619130453,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57140777,-121.9791466,22.2,49.5,58.64,20:40:53,619130453,157133,Bat star,Patiria miniata,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57140957,-121.9791466,22.3,49.7,58.89,20:40:54,619130454,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57141146,-121.9791466,22.3,49.9,59.07,20:40:55,619130455,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57141327,-121.9791466,22.2,50.1,59.24,20:40:56,619130456,52572,White-spotted rose anemone,Urticina lofotensis /syn./ Tealia lofotensis,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57141327,-121.9791466,22.2,50.1,59.24,20:40:56,619130456,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57141507,-121.9791465,22.1,50.3,59.41,20:40:57,619130457,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57141507,-121.9791465,22.1,50.3,59.41,20:40:57,619130457,157971,Red sea urchin,Mesocentrotus franciscanus /syn./ Strongylocentrotus franciscanus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57141696,-121.9791465,22,50.5,59.65,20:40:58,619130458,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57141696,-121.9791465,22,50.5,59.65,20:40:58,619130458,52572,White-spotted rose anemone,Urticina lofotensis /syn./ Tealia lofotensis,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57141696,-121.9791465,22,50.5,59.65,20:40:58,619130458,157971,Red sea urchin,Mesocentrotus franciscanus /syn./ Strongylocentrotus franciscanus,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57141877,-121.9791465,21.9,50.7,59.89,20:40:59,619130459,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57142057,-121.9791465,21.9,50.9,60.12,20:41:00,619130460,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57142246,-121.9791464,21.8,51.1,60.36,20:41:01,619130461,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57142246,-121.9791464,21.8,51.1,60.36,20:41:01,619130461,157133,Bat star,Patiria miniata,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57142246,-121.9791464,21.8,51.1,60.36,20:41:01,619130461,157971,Red sea urchin,Mesocentrotus franciscanus /syn./ Strongylocentrotus franciscanus,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57142426,-121.9791464,21.8,51.3,60.6,20:41:02,619130462,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57142607,-121.9791464,21.8,51.5,60.77,20:41:03,619130463,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57142796,-121.9791463,21.9,51.7,60.92,20:41:04,619130464,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57142976,-121.9791462,21.9,51.9,61.06,20:41:05,619130465,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57142976,-121.9791462,21.9,51.9,61.06,20:41:05,619130465,157971,Red sea urchin,Mesocentrotus franciscanus /syn./ Strongylocentrotus franciscanus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57143156,-121.9791462,21.9,52.1,61.19,20:41:06,619130466,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57143346,-121.9791462,21.9,52.3,61.32,20:41:07,619130467,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57143526,-121.9791462,22,52.5,61.47,20:41:08,619130468,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57143526,-121.9791462,22,52.5,61.47,20:41:08,619130468,157133,Bat star,Patiria miniata,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57143706,-121.9791461,21.9,52.7,61.62,20:41:09,619130469,157133,Bat star,Patiria miniata,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57143706,-121.9791461,21.9,52.7,61.62,20:41:09,619130469,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57143706,-121.9791461,21.9,52.7,61.62,20:41:09,619130469,611869,Fish-eating anemone,Urticina piscivora,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57143896,-121.9791461,21.9,52.9,61.74,20:41:10,619130470,157971,Red sea urchin,Mesocentrotus franciscanus /syn./ Strongylocentrotus franciscanus,7,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57143896,-121.9791461,21.9,52.9,61.74,20:41:10,619130470,157133,Bat star,Patiria miniata,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57143896,-121.9791461,21.9,52.9,61.74,20:41:10,619130470,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57144076,-121.9791461,21.6,53.1,61.87,20:41:11,619130471,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57144256,-121.9791461,21.5,53.3,62.01,20:41:12,619130472,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57144445,-121.979146,21.4,53.5,62.17,20:41:13,619130473,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57144626,-121.979146,21.3,53.7,62.34,20:41:14,619130474,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57144806,-121.979146,21.3,53.9,62.49,20:41:15,619130475,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57144995,-121.979146,21.4,54.1,62.63,20:41:16,619130476,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57145175,-121.979146,21.5,54.3,62.77,20:41:17,619130477,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57145356,-121.9791458,21.6,54.5,62.88,20:41:18,619130478,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57145545,-121.9791458,21.7,54.7,62.98,20:41:19,619130479,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57145725,-121.9791458,21.7,54.9,63.09,20:41:20,619130480,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57145905,-121.9791457,21.6,55.1,63.22,20:41:21,619130481,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57146095,-121.9791457,21.5,55.3,63.35,20:41:22,619130482,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57146275,-121.9791457,21.5,55.5,63.51,20:41:23,619130483,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57146275,-121.9791457,21.5,55.5,63.51,20:41:23,619130483,52572,White-spotted rose anemone,Urticina lofotensis /syn./ Tealia lofotensis,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57146455,-121.9791457,21.4,55.7,63.67,20:41:24,619130484,50925,California hydrocoral,Stylaster californicus,1.15,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57146455,-121.9791457,21.4,55.7,63.67,20:41:24,619130484,157971,Red sea urchin,Mesocentrotus franciscanus /syn./ Strongylocentrotus franciscanus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Unusable,36.57146645,-121.9791456,21.4,0,0,20:41:25,619130485,50925,California hydrocoral,Stylaster californicus,1.15,X,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Unusable,36.57146825,-121.9791456,21.4,0,0,20:41:26,619130486,157133,Bat star,Patiria miniata,1,X,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Unusable,36.57146825,-121.9791456,21.4,0,0,20:41:26,619130486,157971,Red sea urchin,Mesocentrotus franciscanus /syn./ Strongylocentrotus franciscanus,3,X,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Unusable,36.57146825,-121.9791456,21.4,0,0,20:41:26,619130486,50925,California hydrocoral,Stylaster californicus,1.15,X,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Unusable,36.57147005,-121.9791456,21.3,0,0,20:41:27,619130487,50925,California hydrocoral,Stylaster californicus,1.15,X,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Unusable,36.57151034,-121.9791448,23.2,0,0,20:41:49,619130509,50925,California hydrocoral,Stylaster californicus,1,X,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Unusable,36.57151223,-121.9791448,23.6,0,0,20:41:50,619130510,157971,Red sea urchin,Mesocentrotus franciscanus /syn./ Strongylocentrotus franciscanus,5,X,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Unusable,36.57152134,-121.9791447,25.7,0,0,20:41:55,619130515,157133,Bat star,Patiria miniata,1,X,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57153603,-121.9791444,27,56.5,65,20:42:03,619130523,157971,Red sea urchin,Mesocentrotus franciscanus /syn./ Strongylocentrotus franciscanus,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57154522,-121.9791443,27.6,57.5,66.16,20:42:08,619130528,157971,Red sea urchin,Mesocentrotus franciscanus /syn./ Strongylocentrotus franciscanus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57154703,-121.9791442,27.6,57.7,66.36,20:42:09,619130529,157133,Bat star,Patiria miniata,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57155252,-121.9791442,27.8,58.3,66.88,20:42:12,619130532,157133,Bat star,Patiria miniata,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57155982,-121.979144,28.3,59.1,67.66,20:42:16,619130536,611869,Fish-eating anemone,Urticina piscivora,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57156172,-121.9791439,28.3,59.3,67.89,20:42:17,619130537,157133,Bat star,Patiria miniata,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,50,CAMPA 2019_34_50,Hard,36.57158371,-121.9791437,28.8,61.7,69.54,20:42:29,619130549,157133,Bat star,Patiria miniata,1,,
